time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010449250000	18.5748	17.4193	4.82516	2.22783	0.548414	radar	5.90206	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3478	17.6276	4.96907	2.27665	0.570417	lidar	3.70325	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2084	17.8225	4.96435	2.28043	0.522416	radar	2.30979	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0835	18.0009	4.89243	2.29616	0.511898	lidar	0.998911	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9092	18.1536	4.84365	2.33939	0.543313	radar	2.05955	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7938	18.2794	4.67176	2.36011	0.53662	lidar	1.07381	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6666	18.4543	4.63117	2.36767	0.509445	radar	6.60054	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4581	18.6497	4.76251	2.39637	0.512757	lidar	0.591418	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2816	18.7871	4.72242	2.4312	0.528573	radar	1.74861	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1272	18.9171	4.63981	2.45584	0.52678	lidar	0.235799	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9599	19.0874	4.65737	2.46816	0.506441	radar	3.07977	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7386	19.2072	4.68421	2.50867	0.521836	lidar	2.71925	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5447	19.3641	4.72842	2.53239	0.522947	radar	3.2647	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3036	19.5389	4.87942	2.55757	0.52143	lidar	0.775496	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0829	19.6202	4.8389	2.60811	0.556915	radar	10.1188	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8741	19.7664	4.87621	2.62826	0.548941	lidar	0.714073	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6908	19.8868	4.78766	2.63442	0.505813	radar	3.29196	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4474	20.0491	4.92163	2.65135	0.496419	lidar	1.12482	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2257	20.1985	4.97136	2.66193	0.475853	radar	5.54028	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0493	20.3203	4.89382	2.67496	0.465584	lidar	2.01039	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8173	20.4042	4.89695	2.71175	0.485574	radar	2.13334	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6049	20.5204	4.89563	2.72896	0.47848	lidar	0.612828	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.361	20.6127	4.95179	2.76357	0.499846	radar	1.19417	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1171	20.6844	4.95863	2.79581	0.507093	lidar	0.669902	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.8745	20.7595	4.99108	2.82974	0.524461	radar	0.330812	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.595	20.8255	5.07099	2.86334	0.531122	lidar	1.41994	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3396	20.861	5.11794	2.91377	0.575205	radar	2.35849	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1034	20.8949	5.06837	2.94816	0.581527	lidar	0.253141	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.8696	20.9546	5.03935	2.9696	0.571748	radar	1.82516	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.6941	20.9848	4.87047	2.99675	0.573061	lidar	2.21649	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4339	21.0293	4.93291	3.02339	0.572552	radar	2.51711	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.1893	21.065	4.93899	3.04842	0.568749	lidar	0.122798	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9504	21.085	4.94266	3.07928	0.576039	radar	0.974224	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7171	21.0511	4.88483	3.12466	0.594278	lidar	1.95354	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.47	21.0376	4.88732	3.16008	0.60091	radar	1.08552	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2666	21.0259	4.79494	3.19204	0.604884	lidar	0.661623	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.01	20.9881	4.83107	3.23084	0.614151	radar	4.16886	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.8116	20.9461	4.73275	3.26978	0.625059	lidar	0.45136	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5712	20.9402	4.644	3.2804	0.586812	radar	5.44765	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2686	20.9768	4.81857	3.2769	0.54782	lidar	3.67752	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0336	20.9564	4.80499	3.29779	0.539602	radar	1.01199	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.85677	20.913	4.67314	3.33147	0.549764	lidar	1.42495	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.64021	20.8958	4.5355	3.33886	0.513684	radar	1.96438	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.45589	20.845	4.45397	3.37024	0.521584	lidar	0.484532	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.24783	20.7977	4.45997	3.39696	0.525625	radar	1.38884	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.91907	20.7782	4.70215	3.39269	0.487763	lidar	3.32315	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.71498	20.6958	4.67196	3.43028	0.505076	radar	4.24313	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.41288	20.6191	4.84432	3.44665	0.491853	lidar	3.13493	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.184	20.5396	4.85791	3.47434	0.497053	radar	0.059546	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.9328	20.4611	4.90583	3.49414	0.490674	lidar	0.148627	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.71487	20.3763	4.943	3.52451	0.504767	radar	3.34495	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.37592	20.322	5.16404	3.51437	0.462579	lidar	3.00938	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.13696	20.2288	5.12887	3.53354	0.454149	radar	0.27888	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.86813	20.1446	5.19254	3.54414	0.440095	lidar	0.306104	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.64012	20.0549	5.1307	3.5601	0.429895	radar	0.619096	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.39677	19.9614	5.14653	3.57509	0.422786	lidar	0.157283	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.17995	19.8687	5.10664	3.59341	0.420855	radar	3.02092	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.91566	19.7738	5.17161	3.60057	0.404928	lidar	0.408864	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
